Title,Link,Summary
"Миграция ЦОД, или взгляд на переезд со стороны ИТ",https://habr.com/ru/companies/moex/articles/848262/,"Мы планируем переезд! Новый офис будет современнее, удобнее, красивее и больше. Хорошая новость для сотрудников, но непростая – для айтишников.  В этой статье решили разобрать ключевые вопросы переезда со стороны ИТ-оборудования и ПО: какие миграции бывают, на что нужно обратить внимание и как справляться с некоторыми трудностями. Причём предлагаем расширить тему: переезд не всегда связан с перемещением именно пользователей, персонал может остаться в том же офисе, но оборудование и системы по каким-то причинам мигрировать нужно. Вот об этом поговорим."
Nau Engine: взгляд под капот. Ядро движка,https://habr.com/ru/companies/nau_engine/articles/848238/,"Nau Engine — 3D-движок для создания игр и приложений, который находится в активной фазе разработки с начала 2023 года. Одна из целей его создания — дать возможность любому разработчику реализовать проекты своей мечты, поэтому Nau Engine является Open Source-решением и будет распространяться бесплатно по лицензии 3-clause BSD. Beta-версия Nau Engine выйдет в конце ноября 2024 года. Каждый игровой движок — это сложный механизм, состоящий из множества взаимосвязанных систем. В Nau Engine мы уделили особое внимание созданию фундамента, который станет основой для развития движка.В этой статье мы рассмотрим ключевые компоненты Nau Engine. Выбор технологий и архитектуры ядра напрямую влияет на то, какими возможностями будут обладать проекты, разработанные с помощью нашего движка. О них и поговорим."
Как за месяц научить нейросеть говорить на татарском: опыт MTS AI,https://habr.com/ru/companies/mts_ai/articles/848260/,"Привет, Хабр! Меня зовут Настя Бурьянская, я занимаюсь координацией  LLM-проектов в MTS AI. Сегодня я расскажу вам о том, как мы силами пяти человек за месяц научили нашу большую языковую модель Cotype Lite общаться на татарском языке.Я лишь недавно пришла в компанию, проработав до этого несколько лет проджектом в e-com, поэтому сфера LLM для меня все еще немного в новинку. Поэтому, когда мне дали задание перевести нашу модель на татарский язык, я была воодушевлена и немного напугана, потому что лидировать разработку большой языковой модели мне довелось впервые. Эту статью сложно назвать классической историей успеха — скорее, вас ждет рассказ о том, чему я научилась, занимаясь этим проектом.Зачем вообще понадобилась модель на татарском?Забегая вперед, скажу, что мы представили нашу новую версию модели на форуме Kazan Digital Week, который проходил в Татарстане с 9 по 11 сентября. У нее почти тот же функционал, что и у версии на русском языке — может отвечать на общие вопросы, анализировать документы до 8 тысяч токенов и суммаризировать их."
CryptoHack. Решение Modular Binomials,https://habr.com/ru/articles/848252/,"Приветствую, Хабр! В этой статье я попытался подробно разобрать задачу Modular Binomials с сервиса CryptoHack с выводом решения в общем виде и вычислением конкретного результата скриптом на Python."
Пользовательские аннотации кода для PVS-Studio,https://habr.com/ru/companies/pvs-studio/articles/848250/,"Как часто ваш статический анализатор не справляется с пониманием нюансов исходного кода? Наверняка это происходит чаще, чем хотелось бы. В этой статье мы расскажем о том, как мы с этим боролись, а именно о нашем новом механизме пользовательских аннотаций."
Поддержка нескольких ботов в DefStudio Telegraph,https://habr.com/ru/articles/848240/,"Программный продукт Telegraph от DefStudio работает шустро и работать с ним одно удовольствие. Но не обошлось и без ложки дёгтя в этом меду - несмотря на возможность работы с несколькими ботами, обработчик для них всех будет лишь один. Благо есть лёгкий способ это исправить.Итак, погнали!"
"Making of Servo-Skull: PBR, Hand-Painted, 3D печать и покраска",https://habr.com/ru/articles/848248/,"Всем привет! Меня зовут Илья, я 3D-художник по персонажам. Ранее я создавал hand-painted текстуры и 2D арты, а также профессионально крашу миниатюры, в основном по Warhammer 40k.Я являюсь преданным фанатом вселенной Warhammer уже более 20 лет, и создание серво-черепа стало для меня настоящим вызовом."
Магнит для клиентов: 3 шага к успеху в коучинге,https://habr.com/ru/articles/848244/,"Вы начинающий эксперт, онлайн-тренер, психолог или коуч и изо всех сил пытаетесь привлечь и удержать клиентов?Нельзя отрицать что поиск клиентов для коучинга иногда может напоминать поиск иголки в стоге сена.Но что если бы существовали проверенные стратегии, которые могли бы помочь вам беспрепятственно привлекать нужных клиентов?Чтобы привлечь клиентов для коучинга, вы должны показать свою ценность, продемонстрировав результаты своей целевой аудитории.Этого можно достичь с помощью отзывов, тематических исследований и историй успеха, доказывающих эффективность вашего коучинга.В этой статье посте не будут повторяться обычные советы по использованию социальных сетей, контент-маркетинга или подобной тактики.Хотя эти стратегии в какой-то степени важны и эффективны, они больше не являются уникальными ключами к успеху, какими были когда-то.В настоящее время почти все пользуются этими каналами.Самый мощный инструмент в вашем арсенале для привлечения новых клиентов для коучинга, - это продемонстрировать результаты трансформации.Это означает наглядную демонстрацию того как ваш коучинг может привести к реальным, устойчивым изменениям в жизни или бизнесе ваших клиентов.Речь идет о том чтобы нарисовать картину ""до и после"", которая не оставляет сомнений в ценности, которую вы привносите в работу. Подумайте об этом: какую дорогостоящую покупку вы совершили в последний раз?Почему вы решили потратить такую сумму денег?Скорее всего вы сделали эти инвестиции из-за ожидаемых от них результатов."
Нейронные оптимизаторы запросов в реляционных БД (Часть 2): На пути к продуктивизации,https://habr.com/ru/companies/postgrespro/articles/848218/,"Нельзя просто взять и заменить нейросетями миллионы человеко-часов, вложенных в разработку классических оптимизаторов запросов реляционных СУБД. Надёжность, гибкость и скорость — ключевые характеристики экспертных систем, которые нарабатывались и отлаживались десятилетиями.В прошлой статье рассказали о пионерах в области нейросетевых оптимизаторов, которые создали плацдарм для развития подобных ML-систем и их последующего вывода на уровень коммерческих продуктов. В этой же — затронем относительно стабильные подходы, не требующие гигантских вычислительных кластеров и удовлетворяющие большую часть потребностей бизнеса. Серебряной пули, конечно, не существует, но с каждым из этих методов можно прийти к оптимальному решению для конкретной задачи."
"Внешняя видеокарта backend-разработчика, или как заставить лучшего друга перестать тупить и начать помогать (часть 1)",https://habr.com/ru/companies/ozonbank/articles/848030/,"Всем привет! Меня зовут Николай Первухин. Я увлеченный разработчик на GoLang, работаю в Ozon Банке в группе разработки сервисов ЗСК (KYC).Большинство статей о внешней видеокарте посвящены погоне за FPS в играх. Здесь же я хочу сконцентрироваться на том, как заставить её приносить пользу разработчику."
Контроль качества разметки на проекте: 4 секрета успеха,https://habr.com/ru/companies/data_light/articles/848234/,"Существует известное правило: “мусор на входе, мусор на выходе”. Все знают, что “чистые”, точные данные повышают качество и корректность работы ИИ-моделей, так что итоговая ценность оправдывает дополнительные усилия и вложения. Намного дешевле компаниям выходит предотвратить проблемы с данными, чем решать их после.Но как контролировать качество на проектах разметки максимально эффективно? Выстроить такие процессы непросто, но мы считаем, что у нас это получилось.Для того, чтобы гарантировать на каждом проекте высокое качество разметки, в Data Light существует отдел Контроля качества. Я, Евгений Шилкин, руководитель ОКК, расскажу, что нам позволяет обеспечивать стабильно высокое качество на проектах и какие советы для эффективной валидации мы можем дать."
"IVR меню для Умного Дома, удаленное управление без Internet (на примере MajorDoMo и FreeSWITCH)",https://habr.com/ru/articles/847806/,"Небольшое решение по организации нового способа удаленного контроля и управления и системы домашней автоматизации с помощью SIP телефонии (в частности IVR меню). 
IVR (англ. Interactive Voice Response), интерактивное голосовое меню — система предварительно записанных голосовых сообщений, выполняющая функцию маршрутизации звонков внутри АТС с использованием информации, вводимой клиентом на клавиатуре телефона с помощью тонального набора.).
Управление не такое удобное, как управление посредством Web-интерфейса или приложениями, и несколько необычное. Однако это способ управления не зависит ни от работоспособности как отдельных сервисов (облачные решения, VPN/VPS, Telegram и т.д.), так и от наличия вообще доступа к Internet или самого «Умного Дома» или устройства для управления (обычно смартфона). Думаю, этот способ возможно рассматривать в случае необходимости при разного рода пропаданиях доступа к УД, как резервный.
 Для решения использовался одноплатный компьютер Raspberry Pi 3b и VoIP GSM шлюз Yestar TG-01. Программная часть: система домашней автоматизации MajorDoMo и SIP сервер FreeSWITCH."
"Часы Уоррена: устройство, которое совершило революцию в электросетях",https://habr.com/ru/companies/first/articles/848226/,"Сколько в истории было случаев, когда человек придумывает какое-нибудь устройство для достаточно узкой задачи, а потом выясняется, что совершается революция совсем в другой отрасли? На самом деле подобных случаев немало. Например, «Виагру» разрабатывали как средство нормализации высокого давления, а «Кока-колу» — для облегчения мигрени.Сегодня расскажем про Генри Уоррена, который просто хотел сделать часы с электроприводом. А в результате получил устройство, синхронизирующее частоту электрической сети на 95% электростанций США."
"Остаться или уволиться? Советы начинающим, как сделать карьеру",https://habr.com/ru/articles/847684/,"Привет, Хабр. Меня зовут Павел Земсков, я руковожу маркетинговой аналитикой в Uzum. Менять работу — занятие обычно хлопотное и неприятное. Но всегда ли стоит сжигать мосты и уходить из компании? Вдруг вы ещё можете улучшить своё положение здесь? По моему опыту, лучше пообщаться: сначала обсудите с руководителем, что вы хотите поменять и что вас мотивирует. Возможно, вас переведут в другой отдел или на другую должность. Или дадут новые задачи.Я рассмотрю самые частые причины смены работы и посоветую, как можно попробовать договориться с руководством. А уж если вы не встретите понимания, то задуматься об уходе никогда не поздно. На этот случай я дам советы, которые помогут вам успешнее искать новую работу, если не получится улучшить условия на прежней."
Как найти общий язык с любым заказчиком: 6 наблюдений из личного опыта,https://habr.com/ru/companies/naumen/articles/848008/,"Привет! Меня зовут Аня, я аналитик в Naumen Erudite. За четыре года в компании у меня было несколько проектов внедрения с крупными заказчиками. Не всегда работать на таких проектах легко — нужно уметь находить правильный подход к разным типам заказчиков, чтобы продолжать эффективно взаимодействовать. В статье расскажу о способах коммуникации с разными заказчиками, а также поделюсь советами, как расположить их к себе, научиться отрабатывать отказы, искать компромиссы и шаг за шагом строить хорошие и крепкие отношения на годы вперед."
Анализ и моделирование футбольных результатов английской Премьер-лиги с использованием методов машинного обучения,https://habr.com/ru/articles/848224/,"Рассмотрим статью 2018 года наших индийских коллег Rahul Baboota и Harleen Kaur «Predictive analysis and modelling football results using machine learning approach for English Premier League». Особое внимание советую уделить отбору признаков (feature engineering) — возможно, у вас появятся собственные новые идеи в этой области. Также рекомендую сравнить результаты различных моделей (naive Bayes, SVM, Random Forest, XGBoost) с вашими собственными."
Обработка зомби-процессов в PostgreSQL: что делать?,https://habr.com/ru/articles/848220/,"Процесс-зомби (zombie process) — дочерний процесс в Unix-системе, завершивший своё выполнение, но ещё присутствующий в списке процессов операционной системы, чтобы дать родительскому процессу считать код завершения. Обычно, когда процесс завершает выполнение и работу, операционная система собирает статус завершения дочернего процесса с помощью системных вызовов wait() или waitpid(), выполненные родительским процессом. Если родительский процесс не вызывает эти функции вовремя, информация о состоянии дочернего процесса не может быть удалена из ядра, что приводит к тому, что процесс остается в состоянии ""зомби"". Попытка удалить зомби-процесс с помощью kill -9 неэффективна, поскольку он не занимает ресурсов CPU или памяти, а лишь сохраняет номер процесса (PID) и небольшое количество информации о состоянии.Однако, если зомби-процессов становится слишком много, это может исчерпать ресурсы идентификаторов процессов, что помешает созданию новых процессов и негативно скажется на стабильности системы."
Как внедрение CI/CD превратилось в эпопею с рефакторингом,https://habr.com/ru/articles/848216/,Всем привет меня зовут Роман. Я CTO компании LikeSoft и сегодня я хочу поделиться кейсом как я переводил LMS платформу на облако.
Образование в ИБ. Ожидание vs Реальность,https://habr.com/ru/companies/securityvison/articles/848214/,"ВведениеИнформационная безопасность является одной из ключевых областей в современном мире, где каждый день появляются новые угрозы и вызовы. Студенты, обучающиеся в вузах, получают ценные знания и навыки в области информационной безопасности, однако часто остаются неподготовленными к реальным задачам, с которыми сталкиваются специалисты в данной сфере.В этой статье мы рассмотрим отличие между навыками, получаемыми после классического обучения в вузе, и навыками, которые реально требуются на практике в сфере информационной безопасности. Будут рассмотрены проблемы и противоречия, с которыми сталкиваются выпускники, а также предложены пути усовершенствования образовательных программ для более эффективной подготовки специалистов к работе в области кибербезопасности.Данная тема является актуальной и важной, поскольку в сфере информационной безопасности решения принимаются на основе практического опыта и актуальных знаний о современных угрозах, технологиях и методах защиты. Анализ отличий между образованием и практикой в информационной безопасности поможет выявить ключевые аспекты, на которые необходимо обратить внимание при подготовке специалистов в данной области.Теоретические знания vs Практические навыкиВо-первых, хочется выделить самую распространенную проблему, которая кроется в отсутствии практических навыков у студентов. И это касается не только ИБ направлений, но и многих других образовательных программ. В частности, что касается ИБ, в университете студентов обычно учат основам криптографии, сетевым протоколам и другим базисным вещам. Однако, на практике в информационной безопасности требуются навыки практической реализации защиты информационных систем, умение анализировать уязвимости, проводить тестирование безопасности, реагировать на инциденты, анализировать вредоносное обеспечение и т.д. Поэтому, теоретические знания бесспорно важны, но не менее важно уметь применить теорию на практике. Все ,наверное, согласятся с тем, что никто ещё не научился водить машину или плавать, просто прочтя книгу. Поэтому, правила дорожного движения необходимо изучать всем, но на одной теории далеко не уедешь."
Как мы законтрибьютили целую строчку в HashiCorp Vault,https://habr.com/ru/companies/ozontech/articles/845290/,"Привет! Меня зовут Пётр Жучков, я руководитель группы хранения секретов и конфигураций в отделе Message Bus в Ozon. Мы отвечаем за поддержку и развитие системы хранения и использование секретов, активно сотрудничаем с ребятами из департамента информационной безопасности, чтобы все сервисы могли безопасно работать с секретами.Основной наш инструмент для управления секретами — Vault. Он отличается хорошей функциональностью, а также имеет подробную документацию, благодаря которой можно быстро начать его использовать. Конечно, запустить Vault и подключить к своему сервису — это совсем не то же самое, что надёжно и безопасно предоставить платформенный доступ более 6000 сервисов и других инфраструктурных систем. Для нас крайне важно отдавать данные быстро и хранить безопасно.Если вы хотите безопасно хранить секреты или просто погрузиться в gRPC и Go, то, думаю, вам будет интересно и полезно не повторять наши ошибки.Далее я расскажу историю о том, как во время стандартной процедуры обслуживания Vault мы смогли положить его и потратили много времени и нервных клеток, чтобы вернуть в рабочее состояние."
Чекпойнты в играх,https://habr.com/ru/articles/848210/,Что такое чекпойнты и как с ними работать? Небольшой набор правил для более комфортной работы с ними.
"Первые в мире ядерные часы позволят отследить, на самом ли деле постоянны фундаментальные константы",https://habr.com/ru/articles/848060/,"Однажды ночью в 11:30 в мае 2024 года аспирант Чуанкун Чжан увидел сигнал, который физики искали 50 лет. Когда на мониторе в исследовательском институте JILA в Боулдере, штат Колорадо, появился пик, Чжан скинул скриншот в групповой чат трём своим товарищам по лаборатории. Один за другим они вскакивали с постели и присоединялись к беседе. После нескольких проверок, чтобы убедиться в реальности того, на что они смотрят, — сигнала от ядра тория-229, переключающегося между двумя состояниями, известного как переход «ядерных часов», — молодые исследователи сделали селфи на память о моменте. Метка времени: 3:42 утра.На еженедельной встрече с руководителем группы Чжун Йе , создателем самых точных в мире атомных часов, они решили вести себя спокойно. «Они все были с покерфейсом», — говорит Йе, пока Чжан не показал слайд с изображением долгожданного пика. Слёзы залили глаза Йе, когда в 9:30 утра группа подняла бокалы с шампанским."
Индия выходит на рынок полупроводников: когда ожидать мощные индийские чипы?,https://habr.com/ru/companies/selectel/articles/848088/,"В последние годы глобальная электронная отрасль пережила не один кризис, что повлияло на различные индустрии, от автомобилестроения до производства электроники. Индия, похоже, решила разрубить этот гордиев узел для себя. Руководство страны заявило о намерении создать независимую и мощную полупроводниковую индустрию. 

В 2024 году страна запустила масштабную программу по развитию производства микросхем. Первые заводы запустят к 2027 году. В условиях сильной конкуренции с уже устоявшимися мировыми лидерами, такими как Тайвань, Южная Корея и США, Индия надеется стать важным игроком на глобальной арене. Подробности — под катом."
Формирование задач для выбора информационной системы из стратегических целей проектной организации,https://habr.com/ru/articles/848204/,"Настоящая статья является развитием статьи “Организация процесса выбора среды общих данных для проектов объектов капитального строительства”. Ее публиковал ранее тут. В ней мы говорили о важном шаге при выборе будущей информационной системы - описании задач, для которых приобретается система.Вопросу формирования этих задач посвящена данная статья. В статье указаны примеры вывода задач без конкретики, поэтому они звучат очень обще. В конкретном случае они будут формулироваться гораздо точнее.Фактически предлагается шаблон мышления."
Как я искал замену Canva и нашел 11 крутых онлайн-фоторедакторов,https://habr.com/ru/articles/848202/,"Многие расстроились, когда Канва ушла из России. Когда я начинал творческий путь, онлайн-редакторов было не более 2–3 достойных. Сейчас их десятки: работает импортозамещение, развиваются другие зарубежные сервисы. Ими пользуются не только новички.Для вас, друзья, составил подборку с редакторами, чтобы избавить от долгих мук выбора. Они работают онлайн и запускаются без сети впн, которая не всегда помогает.  Читайте, пробуйте. Возможно, влюбитесь в один из аналогов Canva и больше о ней не вспомните."
"Графы, растры и море: как школьники создают будущее геоаналитики",https://habr.com/ru/companies/vtb/articles/847998/,"Привет, Хабр! Меня зовут Алексей Пустынников, я руководитель команды геоаналитики в банке ВТБ. Сегодня я хочу рассказать вам об интересном проекте, в котором участники конкурса «Большие Вызовы» решали сложные задачи в сфере геоаналитики и машинного обучения.Представьте: лето, Сочи, море... А вы старшеклассник, которого внезапно приглашают не просто отдохнуть, а взяться за работу. Причём не за простую работу — вас ждут задачи с графовыми нейросетями, сложными моделями машинного обучения и анализом данных. В этой статье я расскажу, как школьники справились с этим непростым испытанием и доказали, что молодежь способна удивлять."
Создание эффективной команды QA: Рекомендации для лидеров,https://habr.com/ru/companies/otus/articles/848200/,"В эпоху стремительного развития технологий и повышенных ожиданий пользователей качество программного обеспечения становится критическим фактором успеха продукта на рынке. Ошибки и сбои могут привести не только к финансовым потерям, но и к подрыву доверия клиентов. В этих условиях команда QA (Quality Assurance) играет ключевую роль в обеспечении стабильности и надежности продуктов."
AI-ассистент со Spring AI (Часть I),https://habr.com/ru/companies/spring_aio/articles/848016/,"В новом переводе от команды Spring АйО показан процесс интеграции AI в немалоизвестное приложение Spring Petclinic. В статье автор пошагово делится своим опытом внедрения Spring AI, чтобы сделать приложение более интерактивным."
Пул объектов и фабрика в Unity. От теории к практике,https://habr.com/ru/articles/848194/,"Всем привет, сегодня вместе с вами попробуем разобраться, что такое фабрика, пулы объектов и как с ними работать. Ну и напишем код, который можно будет переносить между вашими проектами."
Шлифовальный станок для стекла своими руками,https://habr.com/ru/companies/ruvds/articles/846724/,"Речь идёт о специализированной настольной машинке для обработки торцов листового стекла — выравнивания, скругления или снятия фасок, тонкой подгонки размеров. Приспособление полезно при работах со стеклом вообще, как основной инструмент в обработке художественного листового стекла — витражи, стеклянная мозаика и прочее подобное, также его можно использовать для тонкой заточки некоторых железок."
Ледибаг в деле. Как найти уязвимости в Android и попасть в топ белых хакеров Google,https://habr.com/ru/companies/pt/articles/847740/,"Ни для кого не секрет, что багхантинг с каждым годом набирает популярность, привлекая внимание как компаний, стремящихся повысить безопасность своих продуктов, так и белых хакеров, желающих применить свои технические навыки и заработать на поиске уязвимостей. Все больше компаний создают собственные багбаунти-программы, некоторые интегрируются в уже существующие площадки.В 2010 году, когда направление багбаунти еще не получило широкой известности, корпорация Google запустила свою программу вознаграждений за уязвимости. С тех пор в Google Vulnerability Reward Program поучаствовало более 3000 исследователей безопасности. Каждый год Google обновляет списки своих лучших багхантеров, которые нашли наибольшее количество уязвимостей в их продуктах. И нам удалось пообщаться с одной из них."
Автогенерация функций выборки данных и всей сопутствующей типизации с помощью Orval,https://habr.com/ru/articles/848182/,"Требования к быстрому и качественному созданию интерфейсов растут с каждым днем. Поэтому разработчики плавно отходят от написания вручную кода, который может быть сгенерирован автоматически. Мы перешли к автоматизации с таким инструментом, как Orval. Расскажем, как это было, поделимся примером кода и библиотеками (следите за ссылками в тексте)."
Температура успеха: как X5 Tech измеряет эффективность развития IT-продуктов,https://habr.com/ru/companies/X5Tech/articles/848174/,"Привет, Хабр! На связи команда ad-hoc аналитики X5 Tech. Если вы работаете в IT, то знаете как непросто оценивать результативность развития IT-продуктов и команд. А теперь представьте, что таких продуктов у вас десятки, и решения по ним нужно принимать оперативно, ведь речь идёт о миллиардах рублей в год. В этой статье мы покажем, как в таких условиях можно быстро сориентироваться и внедрить системное решение для контроля эффективности развития продуктовых активностей. Мы назвали его “Продуктовый градусник”. Статья будет полезна продуктовым менеджерам, аналитикам, разработчикам и руководителям, которые хотят улучшить свои продукты, процессы и команды, основываясь на проверенных практиках и data-driven подходе."
Статистический анализ результатов benchmark PostgreSQL,https://habr.com/ru/articles/848134/,"ЗадачаПодготовить методику статистического анализа результата бенчмарка производительности СУБД при заданном характере нагрузки , для данной инфраструктуры СУБД."
Хабр Эксперты — обращаться за консультацией стало проще и понятнее,https://habr.com/ru/companies/habr_career/articles/848170/,"Мы на Хабр Карьере помогаем IT-специалистам зарабатывать больше, а компаниям — быть в курсе трендов на рынке найма. В начале прошлого года мы запустили сервис Хабр Эксперты, который дает опытным IT-специалистам, дизайнерам, маркетологам, эйчарам и другим возможность проводить консультации, а начинающим или просто тем, кто хочет лучше разбираться в каких-то вопросах — учиться с наставником.Сервис запускался быстро, потому что стремительные изменения рынка в 2022 году показывали важность инструментов для поиска наставников и решения своих задач. Хабр Эксперты оперативно появились уже в начале следующего года — сервис неплохо выполнял свою задачу, но клиенты просили сделать его удобнее. Опрос показал, что больше всего неудобств появляется во время записи на консультации и их завершения, поэтому начали обновления с них. Так, буквально на днях мы запустили обновленную версию Хабр Экспертов — рассказываем, что изменилось."
